"","cap-shape","cap-surface","cap-color","bruises","odor","gill-attachment","gill-spacing","gill-size","gill-color","stalk-shape","stalk-root","stalk-surface-above-ring","stalk-surface-below-ring","stalk-color-above-ring","stalk-color-below-ring","veil-type","veil-color","ring-number","ring-type","spore-print-color","population","class"
"6777","x","s","e","f","y","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"6778","x","s","n","f","y","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"6779","x","s","n","f","y","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"6780","x","s","n","f","f","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"6781","k","y","n","f","y","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"6782","f","s","n","f","y","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"6783","x","y","e","f","y","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"6784","f","s","n","f","y","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"6786","x","s","n","f","s","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"6788","x","y","e","f","s","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"6789","f","s","e","f","f","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"6791","f","y","n","f","f","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"6793","f","s","e","f","s","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"6794","f","y","e","f","s","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"6796","x","y","e","f","s","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"6798","f","s","n","f","f","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"6799","f","s","n","f","y","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"6800","k","y","e","f","f","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"6801","f","s","e","f","y","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"6802","x","s","e","f","s","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"6804","f","y","e","f","f","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"6805","x","y","e","f","s","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"6806","f","y","e","f","f","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"6808","f","y","e","f","y","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"6809","x","y","e","f","s","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"6810","x","s","e","f","y","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"6812","f","s","e","f","f","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"6813","x","s","e","f","f","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"6814","f","s","e","f","y","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"6816","f","s","n","f","y","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"6817","f","y","e","f","f","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"6818","f","y","n","f","s","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"6821","f","y","n","f","y","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"6823","f","y","e","f","y","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"6824","x","s","n","f","y","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"6826","x","y","e","f","s","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"6827","x","s","e","f","f","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"6828","x","s","g","f","n","f","w","b","w","e","?","k","s","w","w","p","w","t","p","w","n","e"
"6829","k","y","n","f","y","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"6831","f","s","n","f","s","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"6832","f","s","n","f","s","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"6835","f","y","e","f","f","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"6837","f","s","n","f","f","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"6838","f","s","e","f","f","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"6839","x","s","n","f","f","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"6840","f","s","e","f","f","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"6841","x","s","e","f","s","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"6843","f","y","e","f","f","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"6844","k","y","e","f","s","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"6845","f","s","n","f","s","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"6846","k","y","e","f","s","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"6847","f","s","e","f","y","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"6849","f","s","e","f","f","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"6852","f","y","e","f","s","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"6853","f","y","n","f","s","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"6854","f","s","e","f","f","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"6855","f","y","n","f","f","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"6856","k","y","n","f","m","f","c","b","w","e","c","k","y","c","c","p","w","n","n","w","c","p"
"6858","f","s","e","f","s","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"6859","k","y","n","f","y","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"6861","k","s","w","f","n","f","w","b","g","e","?","k","k","w","w","p","w","t","p","w","s","e"
"6862","f","y","n","f","y","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"6863","f","y","n","f","y","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"6864","f","y","n","f","y","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"6866","f","s","n","f","y","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"6868","x","s","e","f","f","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"6869","f","y","n","f","f","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"6870","x","s","n","f","f","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"6871","x","s","e","f","f","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"6874","x","s","n","f","y","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"6876","f","s","n","f","f","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"6877","x","s","n","f","y","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"6878","f","y","e","f","y","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"6879","x","s","n","f","f","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"6880","f","y","e","f","f","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"6881","f","s","e","f","f","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"6882","f","y","n","f","f","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"6883","f","y","n","f","y","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"6884","x","y","e","f","f","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"6885","k","f","g","f","n","f","w","b","w","e","?","k","k","w","w","p","w","t","p","w","n","e"
"6888","k","y","n","f","s","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"6889","x","y","e","f","s","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"6890","f","s","e","f","f","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"6891","f","s","n","f","s","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"6892","f","s","e","f","s","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"6893","x","s","e","f","f","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"6894","f","s","n","f","s","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"6895","f","y","e","f","s","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"6896","x","s","n","f","s","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"6897","x","y","e","f","f","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"6898","f","s","e","f","y","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"6899","x","s","n","f","y","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"6900","f","s","n","f","f","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"6902","k","s","n","f","y","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"6903","f","s","n","f","y","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"6904","k","y","e","f","f","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"6906","b","s","n","f","n","a","c","b","n","e","?","s","s","o","o","p","n","o","p","y","c","e"
"6907","k","s","g","f","n","f","w","b","w","e","?","s","k","w","w","p","w","t","p","w","n","e"
"6908","x","f","g","f","n","f","w","b","g","e","?","s","k","w","w","p","w","t","p","w","s","e"
"6909","x","s","n","f","s","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"6910","k","y","e","f","f","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"6912","k","s","e","f","s","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"6913","b","y","y","f","n","f","w","n","y","e","c","y","y","y","y","p","y","o","e","w","c","p"
"6915","b","s","g","f","n","f","w","b","g","e","?","k","k","w","w","p","w","t","p","w","n","e"
"6916","k","y","e","f","f","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"6917","k","s","e","f","s","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"6918","f","s","e","f","s","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"6919","f","y","n","f","y","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"6920","f","s","e","f","s","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"6921","k","f","g","f","n","f","w","b","w","e","?","s","k","w","w","p","w","t","p","w","s","e"
"6922","k","s","n","f","s","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"6923","k","s","e","f","y","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"6924","f","s","e","f","f","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"6925","b","f","g","f","n","f","w","b","p","e","?","k","k","w","w","p","w","t","p","w","n","e"
"6927","f","s","n","f","y","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"6928","f","s","n","f","n","a","c","b","o","e","?","s","s","o","o","p","n","o","p","n","c","e"
"6929","x","y","p","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","p","w","y","e"
"6930","f","s","n","f","y","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"6931","k","y","e","f","y","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"6932","f","s","n","f","s","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"6933","b","s","w","f","n","f","w","b","w","e","?","s","k","w","w","p","w","t","p","w","n","e"
"6934","x","y","e","f","f","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"6935","f","y","e","f","y","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"6936","f","s","e","f","y","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"6938","x","f","w","f","n","f","w","b","p","e","?","s","s","w","w","p","w","t","p","w","s","e"
"6940","k","s","e","f","y","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"6942","f","y","n","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","p","w","v","e"
"6943","k","s","n","f","s","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"6944","k","s","n","f","y","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"6947","x","s","e","f","f","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"6950","k","s","e","f","f","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"6951","k","y","n","f","f","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"6954","k","s","n","f","s","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"6955","f","s","n","f","f","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"6956","k","s","e","f","y","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"6957","k","s","e","f","s","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"6958","k","y","n","f","s","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"6959","k","f","w","f","n","f","w","b","g","e","?","s","s","w","w","p","w","t","p","w","s","e"
"6961","k","y","n","f","s","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"6963","k","s","e","f","s","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"6964","x","s","n","f","y","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"6965","x","y","e","f","s","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"6968","b","s","n","f","n","f","c","b","w","e","b","y","y","n","n","p","w","t","p","w","y","e"
"6970","k","y","e","f","f","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"6971","x","s","n","f","n","f","c","b","w","e","b","y","y","n","n","p","w","t","p","w","y","e"
"6973","k","s","n","f","y","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"6974","f","y","n","f","s","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"6975","x","s","n","f","s","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"6977","f","y","e","f","f","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"6978","x","s","e","f","y","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"6979","x","s","n","f","f","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"6981","k","s","n","f","y","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"6982","k","s","e","f","f","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"6983","k","s","e","f","s","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"6984","x","s","e","f","f","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"6985","b","s","n","f","n","f","c","b","w","e","b","y","y","n","n","p","w","t","p","w","y","e"
"6986","k","s","e","f","y","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"6988","x","y","e","f","f","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"6989","f","s","e","f","s","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"6990","b","s","n","f","n","a","c","b","n","e","?","s","s","o","o","p","n","o","p","n","c","e"
"6991","k","s","g","f","n","f","w","b","p","e","?","k","k","w","w","p","w","t","p","w","n","e"
"6992","k","y","e","f","m","f","c","b","y","e","c","k","y","c","c","p","w","n","n","w","c","p"
"6993","k","y","e","f","y","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"6995","k","s","n","f","n","a","c","b","y","e","?","s","s","o","o","p","o","o","p","o","c","e"
"6996","f","y","e","f","s","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"6997","k","y","e","f","s","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"6998","k","f","w","f","n","f","w","b","p","e","?","k","s","w","w","p","w","t","p","w","s","e"
"7000","k","s","n","f","n","a","c","b","y","e","?","s","s","o","o","p","o","o","p","o","v","e"
"7001","k","y","e","f","s","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"7003","k","s","e","f","s","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"7005","k","s","w","f","n","f","w","b","g","e","?","k","k","w","w","p","w","t","p","w","n","e"
"7006","k","s","w","f","n","f","w","b","p","e","?","k","s","w","w","p","w","t","p","w","s","e"
"7007","k","s","e","f","f","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"7008","x","s","e","f","s","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"7009","k","s","g","f","n","f","w","b","w","e","?","s","k","w","w","p","w","t","p","w","s","e"
"7011","k","y","e","f","f","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"7014","f","s","n","f","f","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"7015","f","y","n","f","f","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"7016","k","s","g","f","n","f","w","b","p","e","?","s","k","w","w","p","w","t","p","w","s","e"
"7017","x","s","w","f","n","f","w","b","w","e","?","s","s","w","w","p","w","t","p","w","n","e"
"7018","f","y","e","f","y","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"7019","x","s","e","f","f","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"7020","x","f","w","f","n","f","w","b","g","e","?","k","k","w","w","p","w","t","p","w","s","e"
"7021","k","f","w","f","n","f","w","b","g","e","?","k","k","w","w","p","w","t","p","w","n","e"
"7022","f","s","e","f","s","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"7023","f","s","g","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","p","w","v","e"
"7025","x","s","n","f","y","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"7026","k","s","n","f","n","a","c","b","y","e","?","s","s","o","o","p","n","o","p","b","c","e"
"7028","k","y","e","f","s","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"7030","x","s","n","f","s","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"7031","k","s","e","f","y","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"7033","k","f","w","f","n","f","w","b","g","e","?","k","s","w","w","p","w","t","p","w","n","e"
